StockCode,Description,QuantitySold,Revenue,UniqueCustomers,Recommendation
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,220,155.48,9,Maintain Current Strategy
84800L,LARGE WHITE/PINK ROSE ART FLOWER,360,639.36,20,Maintain Current Strategy
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127,174.31,11,Maintain Current Strategy
84800S,SMALL WHITE/PINK ROSE ART FLOWER,107,120.07000000000001,9,Maintain Current Strategy
84801A,PINK HYDRANGEA ART FLOWER,46,96.60000000000001,5,Run Promotional Campaign
84801B,WHITE HYDRANGEA ART FLOWER,22,46.2,3,Run Promotional Campaign
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,3.38,1,Run Promotional Campaign
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76,1,Run Promotional Campaign
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,15,25.35,3,Run Promotional Campaign
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,180.58,8,Run Promotional Campaign
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37000000000003,6,Run Promotional Campaign
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,52.5,3,Run Promotional Campaign
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,3,Run Promotional Campaign
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,11,Maintain Current Strategy
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,394.15999999999997,18,Maintain Current Strategy
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,79.80000000000001,5,Run Promotional Campaign
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,37.800000000000004,1,Run Promotional Campaign
84813,SET OF 4 DIAMOND NAPKIN RINGS,145,1146.97,20,Maintain Current Strategy
84816,DANISH ROSE BEDSIDE CABINET,13,519.35,10,Run Promotional Campaign
84817,DANISH ROSE DECORATIVE PLATE,951,710.64,48,Increase Inventory
84818,DANISH ROSE PHOTO FRAME,1423,1460.81,79,Increase Inventory
84819,DANISH ROSE ROUND SEWING BOX,811,951.79,56,Increase Inventory
84820,DANISH ROSE TRINKET TRAYS,259,483.05,31,Maintain Current Strategy
84821,DANISH ROSE DELUXE COASTER,935,407.15,35,Increase Inventory
84823,DANISH ROSE FOLDING CHAIR,112,890.4000000000001,25,Maintain Current Strategy
84824,DANISH ROSE UMBRELLA STAND,2,31.9,2,Run Promotional Campaign
84826,ASSTD DESIGN 3D PAPER STICKERS,1159,386.83,28,Increase Inventory
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,153.09,12,Increase Inventory
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,119,148.75,15,Maintain Current Strategy
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1038.66,74,Increase Inventory
84832,ZINC WILLIE WINKIE  CANDLE STICK,2606,2176.1,137,Increase Inventory
84836,ZINC METAL HEART DECORATION,5750,7099.93,311,Increase Inventory
84840,SWEETHEART CARRY-ALL BASKET,3,25.5,3,Run Promotional Campaign
84842,HELLO SAILOR BATHROOM SET,14,52.5,8,Run Promotional Campaign
84843,WHITE SOAP RACK WITH 2 BOTTLES,161,864.35,36,Maintain Current Strategy
84846A,SCENTED CANDLE IN DIGITALIS TIN,52,109.20000000000002,9,Run Promotional Campaign
84847,FLORAL BATHROOM SET,20,75.0,9,Run Promotional Campaign
84849A,HELLO SAILOR BLUE SOAP HOLDER,155,261.95,25,Maintain Current Strategy
84849B,FAIRY SOAP SOAP HOLDER,232,392.08,41,Maintain Current Strategy
84849D,HOT BATHS SOAP HOLDER,479,809.51,64,Maintain Current Strategy
84854,GIRLY PINK TOOL SET,5,24.75,1,Run Promotional Campaign
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,Run Promotional Campaign
84857C,PINK MONTE CARLO HANDBAG,95,198.35,8,Run Promotional Campaign
84858C,PINK RIVIERA HANDBAG,185,250.05,4,Maintain Current Strategy
84859A,SILVER DISCO HANDBAG,123,248.20999999999998,24,Maintain Current Strategy
84859B,BLUE DISCO HANDBAG,30,60.68,10,Run Promotional Campaign
84859C,PINK DISCO HANDBAG,83,176.39,17,Run Promotional Campaign
84865,NEW BAROQUE BLACK PHOTO ALBUM,24,109.65,8,Run Promotional Campaign
84870B,BLUE GEISHA GIRL ,20,75.0,9,Run Promotional Campaign
84870C,GREEN GEISHA GIRL ,20,75.0,10,Run Promotional Campaign
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,50.849999999999994,3,Run Promotional Campaign
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,2,Run Promotional Campaign
84874B,BLUE TRAVEL FIRST AID KIT,34,56.1,7,Run Promotional Campaign
84875B,GREEN SQUARE COMPACT MIRROR,125,168.75,14,Maintain Current Strategy
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,8,Run Promotional Campaign
84876B,GREEN HEART COMPACT MIRROR,201,251.25,17,Maintain Current Strategy
84876D,BLUE HEART COMPACT MIRROR,124,187.5,12,Maintain Current Strategy
84877A,PINK ROUND COMPACT MIRROR,12,15.0,1,Run Promotional Campaign
84877B,GREEN ROUND COMPACT MIRROR,126,157.5,8,Maintain Current Strategy
84877D,BLUE ROUND COMPACT MIRROR,87,121.25,11,Run Promotional Campaign
84879,ASSORTED COLOUR BIRD ORNAMENT,35263,56413.03,678,Increase Inventory
84880,WHITE WIRE EGG HOLDER,301,1881.15,51,Maintain Current Strategy
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,69.85,5,Run Promotional Campaign
84882,GREEN WIRE STANDING CANDLE HOLDER,34,127.5,12,Run Promotional Campaign
84884A,ANT WHITE WIRE HEART SPIRAL,286,1076.66,52,Maintain Current Strategy
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,94.50000000000001,15,Run Promotional Campaign
84905,PINK BUTTERFLY CUSHION COVER ,12,59.400000000000006,2,Run Promotional Campaign
84906,PINK B'FLY C/COVER W BOBBLES,11,65.45,6,Run Promotional Campaign
84906,PINK BUTTERFLY CUSHION COVER,17,33.15,3,Run Promotional Campaign
84907,PINK YELLOW PATCH CUSHION COVER,5,38.25,3,Run Promotional Campaign
84910A,PINK PAISLEY CUSHION COVER ,10,59.5,6,Run Promotional Campaign
84912A,PINK ROSE WASHBAG,103,386.25,25,Maintain Current Strategy
84912B,GREEN ROSE WASHBAG,148,555.0,32,Maintain Current Strategy
84913A,SOFT PINK ROSE TOWEL ,37,172.05,10,Run Promotional Campaign
84913B,MINT GREEN ROSE TOWEL,70,325.5,19,Run Promotional Campaign
84915,HAND TOWEL PINK FLOWER AND DAISY,199,281.95,8,Maintain Current Strategy
84916,HAND TOWEL PALE BLUE W FLOWERS,212,407.4,17,Maintain Current Strategy
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,400.5,13,Maintain Current Strategy
84919,BLUE CUSHION COVER WITH FLOWER,29,201.55,9,Run Promotional Campaign
84920,PINK FLOWER FABRIC PONY,71,266.25,22,Run Promotional Campaign
84921,CREAM AND PINK FLOWERS PONY ,11,41.25,5,Run Promotional Campaign
84922,PINK BUTTERFLY WASHBAG,8,34.0,5,Run Promotional Campaign
84924A,WAKE UP COCKEREL CALENDAR SIGN ,72,281.13,21,Run Promotional Campaign
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,7.9,3,Run Promotional Campaign
84925D,LA PALMIERA WALL THERMOMETER,15,38.25,8,Run Promotional Campaign
84925F,PSYCHEDELIC WALL THERMOMETER,79,109.92999999999999,14,Run Promotional Campaign
84926A,WAKE UP COCKEREL TILE COASTER,597,198.08999999999997,24,Increase Inventory
84926D,LA PALMIERA TILE COASTER,705,266.64,25,Increase Inventory
84926E,FLOWERS TILE COASTER,966,322.88,32,Increase Inventory
84926F,PSYCHEDELIC TILE COASTER,423,178.0,18,Maintain Current Strategy
84927A,WAKE UP COCKEREL TILE HOOK,46,53.85,12,Run Promotional Campaign
84927D,LA PALMIERA TILE HOOK,44,39.39,9,Run Promotional Campaign
84927E,FLOWERS TILE HOOK,57,71.82000000000001,10,Run Promotional Campaign
84927F,PSYCHEDELIC TILE HOOK,295,166.35,36,Maintain Current Strategy
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2244,545.1600000000001,57,Increase Inventory
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,82,209.1,20,Run Promotional Campaign
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,131,334.04999999999995,21,Maintain Current Strategy
84944,SET OF 6 KASHMIR FOLKART BAUBLES,563,1014.7499999999999,62,Increase Inventory
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10267,8259.25,208,Increase Inventory
84946,ANTIQUE SILVER T-LIGHT GLASS,12949,15176.42,348,Increase Inventory
84946,ANTIQUE SILVER TEA GLASS ETCHED,3487,4016.75,117,Increase Inventory
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8219,9271.84,177,Increase Inventory
84949,SILVER HANGING T-LIGHT HOLDER,4653,7173.449999999999,165,Increase Inventory
84950,ASSORTED COLOUR T-LIGHT HOLDER,3349,1983.17,66,Increase Inventory
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,362,314.27,26,Maintain Current Strategy
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,334,318.44,24,Maintain Current Strategy
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,38,146.21,6,Run Promotional Campaign
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,145,247.46,10,Maintain Current Strategy
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,140,225.0,7,Maintain Current Strategy
84963A,PINK PAINTED KASHMIRI CHAIR,4,171.8,1,Run Promotional Campaign
84963B,BLUE PAINTED KASHMIRI CHAIR,3,149.85000000000002,1,Run Promotional Campaign
84968A,SET OF 16 VINTAGE ROSE CUTLERY,147,1787.85,32,Maintain Current Strategy
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,2,Run Promotional Campaign
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,94,1198.5,36,Run Promotional Campaign
84968D,SET OF 16 VINTAGE RED CUTLERY,62,814.92,27,Run Promotional Campaign
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,1035.06,15,Run Promotional Campaign
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,951.3,25,Run Promotional Campaign
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,295,1267.99,48,Maintain Current Strategy
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5699,5663.53,234,Increase Inventory
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8444,6808.49,271,Increase Inventory
84971S,SMALL HEART FLOWERS HOOK ,1654,1365.5,69,Increase Inventory
84974,S/2 ZINC HEART DESIGN PLANTERS,39,388.04999999999995,26,Run Promotional Campaign
84975,HEART SHAPED MIRROR,5,8.45,2,Run Promotional Campaign
84976,RECTANGULAR SHAPED MIRROR,502,420.68,27,Increase Inventory
84978,HANGING HEART JAR T-LIGHT HOLDER,10961,12650.970000000001,304,Increase Inventory
84984A,GREEN PEONY CUSHION COVER,19,88.35000000000001,4,Run Promotional Campaign
84984B,RED PEONY CUSHION COVER ,17,79.05000000000001,4,Run Promotional Campaign
84984D,ORIENTAL RED CUSHION COVER ,13,60.45,3,Run Promotional Campaign
84985A,SET OF 72 GREEN PAPER DOILIES,41,59.449999999999996,15,Run Promotional Campaign
84987,SET OF 36 TEATIME PAPER DOILIES,2926,4075.7799999999997,201,Increase Inventory
84988,SET OF 72 PINK HEART PAPER DOILIES,3953,5565.23,209,Increase Inventory
84989A,75 GREEN FAIRY CAKE CASES,27,14.850000000000001,16,Run Promotional Campaign
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.1,2,Run Promotional Campaign
84991,60 TEATIME FAIRY CAKE CASES,17664,8604.62,414,Increase Inventory
84992,72 SWEETHEART FAIRY CAKE CASES,13029,6252.35,325,Increase Inventory
84993A,75 GREEN PETIT FOUR CASES,305,128.1,30,Maintain Current Strategy
84993B,75 BLACK PETIT FOUR CASES,57,23.94,16,Run Promotional Campaign
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1688,6599.06,114,Increase Inventory
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837,3019.23,55,Increase Inventory
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2492,9603.68,157,Increase Inventory
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1543,5555.13,80,Increase Inventory
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1170,4213.34,80,Increase Inventory
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2523,9827.25,150,Increase Inventory
84997D,CHILDRENS CUTLERY POLKADOT PINK,3528,13788.300000000001,208,Increase Inventory
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1392,5010.400000000001,82,Increase Inventory
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,9,Run Promotional Campaign
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,55.95,7,Run Promotional Campaign
85014A,BLACK/BLUE POLKADOT UMBRELLA,1132,6361.990000000001,183,Increase Inventory
85014B,RED RETROSPOT UMBRELLA,1841,10217.720000000001,210,Increase Inventory
85015,SET OF 12  VINTAGE POSTCARD SET,2128,1590.1200000000001,103,Increase Inventory
85016,SET OF 6 VINTAGE NOTELETS KIT,522,459.0,22,Increase Inventory
85017A,ENVELOPE 50 ROMANTIC IMAGES,6,5.1,2,Run Promotional Campaign
85017B,ENVELOPE 50 BLOSSOM IMAGES,947,491.55,65,Increase Inventory
85017C,ENVELOPE 50 CURIOUS IMAGES,49,26.17,10,Run Promotional Campaign
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,30.599999999999998,6,Run Promotional Campaign
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,547.25,25,Maintain Current Strategy
85019B,BLOSSOM  IMAGES NOTEBOOK SET,498,640.5,21,Maintain Current Strategy
85019C,CURIOUS  IMAGES NOTEBOOK SET,181,262.25,9,Maintain Current Strategy
85020,ROUND PINK HEART MIRROR,78,163.8,11,Run Promotional Campaign
85023B,EAU DE NILE JEWELLED PHOTOFRAME,104,232.8,10,Maintain Current Strategy
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65,12,Maintain Current Strategy
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,19.799999999999997,8,Run Promotional Campaign
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,303,471.15,20,Maintain Current Strategy
85025C,PINK HEART SHAPE PHOTO FRAME,307,476.34999999999997,27,Maintain Current Strategy
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,63.75,9,Run Promotional Campaign
85027L,FRENCH CHATEAU LARGE PLATTER ,70,160.5,17,Run Promotional Campaign
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,10,19.5,4,Run Promotional Campaign
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,51.599999999999994,8,Run Promotional Campaign
85030,FRENCH CHATEAU OVAL PLATTER,15,29.25,6,Run Promotional Campaign
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,45.9,7,Run Promotional Campaign
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,1,Run Promotional Campaign
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,14.850000000000001,1,Run Promotional Campaign
85032A,ROMANTIC IMAGES GIFT WRAP SET,737,679.1500000000001,82,Increase Inventory
85032B,BLOSSOM IMAGES GIFT WRAP SET,739,655.8000000000001,84,Increase Inventory
85032C,CURIOUS IMAGES GIFT WRAP SET,595,565.1,72,Increase Inventory
85032D,YULETIDE IMAGES GIFT WRAP SET,630,467.50000000000006,57,Increase Inventory
85034A,3 GARDENIA MORRIS BOXED CANDLES,489,840.29,58,Maintain Current Strategy
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,880,1357.44,80,Increase Inventory
85034C,3 ROSE MORRIS BOXED CANDLES,1068,1555.64,109,Increase Inventory
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,260,677.04,59,Maintain Current Strategy
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,557,816.25,38,Increase Inventory
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1090,1592.7,86,Increase Inventory
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,199,631.03,48,Maintain Current Strategy
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,352,553.58,40,Maintain Current Strategy
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,726,1013.52,66,Increase Inventory
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1014,1985.8600000000001,70,Increase Inventory
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,443,583.2499999999999,26,Maintain Current Strategy
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,491,669.91,38,Maintain Current Strategy
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,222,129.94,9,Maintain Current Strategy
85040A,S/4 PINK FLOWER CANDLES IN BOWL,805,1344.8899999999999,86,Increase Inventory
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,135,222.74999999999997,28,Maintain Current Strategy
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,41,186.15,9,Run Promotional Campaign
85047,WHITE BEADED GARLAND STRING 20LIGHT,3,19.049999999999997,2,Run Promotional Campaign
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1266,9374.7,170,Increase Inventory
85049A,TRADITIONAL CHRISTMAS RIBBONS,2903,3602.8,204,Increase Inventory
85049B,LUSH GREENS RIBBONS,54,67.5,13,Run Promotional Campaign
85049C,ROMANTIC PINKS RIBBONS ,1196,1468.85,162,Increase Inventory
85049D,BRIGHT BLUES RIBBONS ,537,671.25,85,Increase Inventory
85049E,SCANDINAVIAN REDS RIBBONS,2741,3492.2,248,Increase Inventory
85049F,BABY BOOM RIBBONS ,374,467.5,70,Maintain Current Strategy
85049G,CHOCOLATE BOX RIBBONS ,1573,1917.58,161,Increase Inventory
85049H,URBAN BLACK RIBBONS ,447,519.22,58,Maintain Current Strategy
85053,FRENCH ENAMEL CANDLEHOLDER,1541,3087.5200000000004,157,Increase Inventory
85054,FRENCH ENAMEL POT W LID,549,1227.41,66,Increase Inventory
85055,FRENCH ENAMEL UTENSIL HOLDER,37,122.75,9,Run Promotional Campaign
85059,FRENCH ENAMEL WATER BASIN,290,771.21,62,Maintain Current Strategy
85061W,WHITE JEWELLED HEART DECORATION,1968,1594.5,77,Increase Inventory
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1368,2214.87,97,Increase Inventory
85064,CREAM SWEETHEART LETTER RACK,205,866.05,20,Maintain Current Strategy
85066,CREAM SWEETHEART MINI CHEST,1696,20448.17,289,Increase Inventory
85067,CREAM SWEETHEART WALL CABINET,7,126.64999999999999,5,Run Promotional Campaign
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,976,512.8000000000001,77,Increase Inventory
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1245,618.35,88,Increase Inventory
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",607,313.78,62,Increase Inventory
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,362,205.98,58,Maintain Current Strategy
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1746,376.50000000000006,46,Increase Inventory
85084,HOLLY TOP CHRISTMAS STOCKING,17,14.45,6,Run Promotional Campaign
85086A,CANDY SPOT HEART DECORATION,45,38.25,8,Run Promotional Campaign
85087,CANDY SPOT CUSHION COVER,40,119.36000000000001,7,Run Promotional Campaign
85088,CANDY SPOT HAND BAG,188,385.27000000000004,18,Maintain Current Strategy
85089,CANDY SPOT BUNNY,13,38.35,5,Run Promotional Campaign
85092,CANDY SPOT TEA COSY,27,40.05,2,Run Promotional Campaign
85093,CANDY SPOT EGG WARMER HARE,451,227.49,20,Maintain Current Strategy
85094,CANDY SPOT EGG WARMER RABBIT,501,122.75000000000001,29,Increase Inventory
85095,THREE CANVAS LUGGAGE TAGS,66,128.26,9,Run Promotional Campaign
85096,HILDA CANDY SPOT RABBIT,20,75.0,10,Run Promotional Campaign
85099B,JUMBO BAG RED RETROSPOT,46078,85040.54000000001,635,Increase Inventory
85099C,JUMBO  BAG BAROQUE BLACK WHITE,12771,23630.58,306,Increase Inventory
85099F,JUMBO BAG STRAWBERRY,16771,30569.32,315,Increase Inventory
85103,SILVER T-LIGHT SETTING,91,545.45,6,Run Promotional Campaign
85104,SILVER GLASS T-LIGHT SET,196,502.47999999999996,13,Maintain Current Strategy
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,528,912.9599999999999,9,Increase Inventory
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,241,511.35,21,Maintain Current Strategy
85109,PINK BOUDOIR T-LIGHT HOLDER,12,10.2,1,Run Promotional Campaign
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1395,416.07,40,Increase Inventory
85114A,BLACK ENCHANTED FOREST PLACEMAT,585,893.25,20,Increase Inventory
85114B,IVORY ENCHANTED FOREST PLACEMAT,393,624.4499999999999,36,Maintain Current Strategy
85114C,RED ENCHANTED FOREST PLACEMAT,457,730.05,37,Maintain Current Strategy
85116,BLACK CANDELABRA T-LIGHT HOLDER,694,702.8000000000001,30,Increase Inventory
85118,HEART T-LIGHT HOLDER,142,135.74,5,Maintain Current Strategy
85123A,CREAM HANGING HEART T-LIGHT HOLDER,57,155.35,7,Run Promotional Campaign
85123A,WHITE HANGING HEART T-LIGHT HOLDER,36706,100392.1,856,Increase Inventory
85124B,BLUE JUICY FRUIT PHOTO FRAME,82,209.1,23,Run Promotional Campaign
85124C,GREEN JUICY FRUIT PHOTO FRAME,84,214.2,23,Run Promotional Campaign
85125,SMALL ROUND CUT GLASS CANDLESTICK,127,574.75,14,Maintain Current Strategy
85127,SMALL SQUARE CUT GLASS CANDLESTICK,80,396.0,17,Run Promotional Campaign
85129B,BEADED CRYSTAL HEART GREEN SMALL,101,124.11,10,Maintain Current Strategy
85129C,BEADED CRYSTAL HEART BLUE SMALL,77,99.88,8,Run Promotional Campaign
85129D,BEADED CRYSTAL HEART PINK SMALL,165,240.13,16,Maintain Current Strategy
85130A,BEADED PEARL HEART WHITE LARGE,77,127.04999999999998,10,Run Promotional Campaign
85130B,BEADED CRYSTAL HEART GREEN LARGE,816,707.7,44,Increase Inventory
85130C,BEADED CRYSTAL HEART BLUE  LARGE,478,424.06,37,Maintain Current Strategy
85130D,BEADED CRYSTAL HEART PINK LARGE,552,526.38,41,Increase Inventory
85131A,BEADED PEARL HEART WHITE ON STICK,469,462.17,19,Maintain Current Strategy
85131B,BEADED CRYSTAL HEART GREEN ON STICK,142,120.38,2,Maintain Current Strategy
85131C,BEADED CRYSTAL HEART BLUE ON STICK,73,78.71,5,Run Promotional Campaign
85131D,BEADED CRYSTAL HEART PINK ON STICK,115,113.09,5,Maintain Current Strategy
85132A,CHARLIE + LOLA BISCUITS TINS,453,963.3499999999999,38,Maintain Current Strategy
85132B,CHARLIE AND LOLA TABLE TINS,513,1048.35,44,Increase Inventory
85132C,CHARLIE AND LOLA FIGURES TINS,1404,2817.7999999999997,96,Increase Inventory
85135A,YELLOW DRAGONFLY HELICOPTER,15,119.25,6,Run Promotional Campaign
85135B,BLUE DRAGONFLY HELICOPTER,47,373.65000000000003,28,Run Promotional Campaign
85135C,RED DRAGONFLY HELICOPTER,78,620.1,41,Run Promotional Campaign
85136A,YELLOW SHARK HELICOPTER,50,397.5,35,Run Promotional Campaign
85136B,BLUE SHARK HELICOPTER,2,15.9,2,Run Promotional Campaign
85136C,RED SHARK HELICOPTER,35,278.25,20,Run Promotional Campaign
85141,JARDIN ETCHED GLASS FRUITBOWL,119,611.65,32,Maintain Current Strategy
85144,JARDIN ETCHED GLASS BUTTER DISH,1,7.25,1,Run Promotional Campaign
85144,JARDIN ETCHED GLASS CHEESE DISH,219,575.45,37,Maintain Current Strategy
85145,JARDIN ETCHED GLASS LARGE BELL JAR,37,163.75,12,Run Promotional Campaign
85146,JARDIN ETCHED GLASS SMALL BELL JAR,43,147.85000000000002,8,Run Promotional Campaign
85150,LADIES & GENTLEMEN METAL SIGN,3898,8696.58,196,Increase Inventory
85152,HAND OVER THE CHOCOLATE   SIGN ,8138,15484.51,270,Increase Inventory
85159A,"BLACK TEA,COFFEE,SUGAR JARS",451,779.4499999999999,38,Maintain Current Strategy
85159B,"WHITE TEA,COFFEE,SUGAR JARS",622,1134.5,45,Increase Inventory
85160B,BLACK BIRD GARDEN DESIGN MUG,105,46.11,15,Maintain Current Strategy
85161,ACRYLIC GEOMETRIC LAMP,12,221.39999999999998,8,Run Promotional Campaign
85163A,WHITE BAROQUE WALL CLOCK ,45,349.95,15,Run Promotional Campaign
85163B,BLACK BAROQUE WALL CLOCK ,44,333.6,10,Run Promotional Campaign
85167B,BLACK GRAND BAROQUE PHOTO FRAME,48,93.0,7,Run Promotional Campaign
85168B,BLACK BAROQUE CARRIAGE CLOCK,17,149.67,5,Run Promotional Campaign
85169A,IVORY LOVE BIRD CANDLE,502,496.72,44,Increase Inventory
85169B,BLACK LOVE BIRD CANDLE,201,191.49,17,Maintain Current Strategy
85169C,EAU DE NIL LOVE BIRD CANDLE,336,353.72,14,Maintain Current Strategy
85169D,PINK LOVE BIRD CANDLE,232,236.48000000000002,20,Maintain Current Strategy
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,2.1,1,Run Promotional Campaign
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,179,195.9,13,Maintain Current Strategy
