StockCode,Description,QuantitySold,Revenue,InventoryStatus,ReorderAlert
85136C,RED SHARK HELICOPTER,35,278.25,Slow Moving,NO
85141,JARDIN ETCHED GLASS FRUITBOWL,119,611.65,Slow Moving,NO
85144,JARDIN ETCHED GLASS BUTTER DISH,1,7.25,Slow Moving,NO
85144,JARDIN ETCHED GLASS CHEESE DISH,219,575.45,Medium Moving,NO
85145,JARDIN ETCHED GLASS LARGE BELL JAR,37,163.75,Slow Moving,NO
85146,JARDIN ETCHED GLASS SMALL BELL JAR,43,147.85000000000002,Slow Moving,NO
85150,LADIES & GENTLEMEN METAL SIGN,3898,8696.58,Fast Moving,YES
85152,HAND OVER THE CHOCOLATE   SIGN ,8138,15484.51,Fast Moving,YES
85159A,"BLACK TEA,COFFEE,SUGAR JARS",451,779.4499999999999,Medium Moving,NO
85159B,"WHITE TEA,COFFEE,SUGAR JARS",622,1134.5,Medium Moving,YES
85160B,BLACK BIRD GARDEN DESIGN MUG,105,46.11,Slow Moving,NO
85161,ACRYLIC GEOMETRIC LAMP,12,221.39999999999998,Slow Moving,NO
85163A,WHITE BAROQUE WALL CLOCK ,45,349.95,Slow Moving,NO
85163B,BLACK BAROQUE WALL CLOCK ,44,333.6,Slow Moving,NO
85167B,BLACK GRAND BAROQUE PHOTO FRAME,48,93.0,Slow Moving,NO
85168B,BLACK BAROQUE CARRIAGE CLOCK,17,149.67,Slow Moving,NO
85169A,IVORY LOVE BIRD CANDLE,502,496.72,Medium Moving,YES
85169B,BLACK LOVE BIRD CANDLE,201,191.49,Medium Moving,NO
85169C,EAU DE NIL LOVE BIRD CANDLE,336,353.72,Medium Moving,NO
85169D,PINK LOVE BIRD CANDLE,232,236.48000000000002,Medium Moving,NO
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,2.1,Slow Moving,NO
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,179,195.9,Slow Moving,NO
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,252,366.23,Medium Moving,NO
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,355,497.21000000000004,Medium Moving,NO
85172,HYACINTH BULB T-LIGHT CANDLES,1296,544.3199999999999,Fast Moving,YES
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,434,628.4699999999999,Medium Moving,NO
85174,S/4 CACTI CANDLES,493,1965.8700000000001,Medium Moving,NO
85175,CACTI T-LIGHT CANDLES,5185,2065.22,Fast Moving,YES
85176,SEWING SUSAN 21 NEEDLE SET,626,542.24,Medium Moving,YES
85177,BASKET OF FLOWERS SEWING KIT,774,599.76,Medium Moving,YES
85178,VICTORIAN SEWING KIT,2370,2640.94,Fast Moving,YES
85179A,GREEN BITTY LIGHT CHAIN,119,188.31,Slow Moving,NO
85179C,PINK BITTY LIGHT CHAIN,69,89.65,Slow Moving,NO
85180A,RED HEARTS LIGHT CHAIN ,434,844.34,Medium Moving,NO
85180B,PINK HEARTS LIGHT CHAIN ,196,381.0,Slow Moving,NO
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,657,805.75,Medium Moving,YES
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,977,1228.25,Medium Moving,YES
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1368,2025.1000000000001,Fast Moving,YES
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,151,441.53000000000003,Slow Moving,NO
85185B,PINK HORSE SOCK PUPPET,240,688.8000000000001,Medium Moving,NO
85185B,PINK HORSE SOCK PUPPET KIT,42,123.9,Slow Moving,NO
85185D,FROG SOCK PUPPET,15,44.25000000000001,Slow Moving,NO
85186A,EASTER BUNNY GARLAND OF FLOWERS,477,200.34,Medium Moving,NO
85186C,BUNNY EGG GARLAND,413,173.46,Medium Moving,NO
85187,S/12 MINI RABBIT EASTER,324,515.4,Medium Moving,NO
85188A,GREEN METAL SWINGING BUNNY,302,256.7,Medium Moving,NO
85188B,PINK METAL SWINGING BUNNY,75,63.74999999999999,Slow Moving,NO
85189,HANGING BUTTERFLY  EGG,9,7.6499999999999995,Slow Moving,NO
85194L,HANGING SPRING FLOWER EGG LARGE,900,746.28,Medium Moving,YES
85194S,HANGING SPRING FLOWER EGG SMALL,1163,447.75000000000006,Fast Moving,YES
85195,HANGING HEART BASKET,11,23.1,Slow Moving,NO
85197,SET OF 12 MINI BUNNIES IN A BUCKET,32,67.2,Slow Moving,NO
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,86,68.06,Slow Moving,NO
85199L,LARGE HANGING IVORY & RED WOOD BIRD,925,598.37,Medium Moving,YES
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2227,943.13,Fast Moving,YES
85200,BUNNY EGG BOX,183,228.75,Slow Moving,NO
85202,HANGING WOOD AND FELT HEART,296,124.32,Medium Moving,NO
85203,HANGING WOOD AND FELT BUTTERFLY ,569,237.54,Medium Moving,YES
85204,HANGING WOOD AND FELT FLOWER,1871,248.88,Fast Moving,YES
85205B,PINK FELT EASTER RABBIT GARLAND,116,295.8,Slow Moving,NO
85206A,CREAM FELT EASTER EGG BASKET,914,1446.8999999999999,Medium Moving,YES
85206B,PINK FELT EASTER EGG BASKET,14,23.099999999999998,Slow Moving,NO
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,160,296.64000000000004,Slow Moving,NO
85211,S/4 GROOVY CAT MAGNETS,142,151.92,Slow Moving,NO
85212,MINI PAINTED GARDEN DECORATION ,2427,702.4699999999999,Fast Moving,YES
85213,MINI  ZINC GARDEN DECORATIONS ,809,297.89,Medium Moving,YES
85214,TUB 24 PINK FLOWER PEGS,103,169.95,Slow Moving,NO
85215,ASSORTED CHEESE FRIDGE MAGNETS,163,105.95000000000002,Slow Moving,NO
85216,ASSORTED CAKES FRIDGE MAGNETS,55,35.75,Slow Moving,NO
85224,ASSORTED COLOUR SILK GLASSES CASE,3,6.300000000000001,Slow Moving,NO
85225,BLING KEY RING STAND,6,6.25,Slow Moving,NO
85227,SET OF 6 3D KIT CARDS FOR KIDS,1311,1097.73,Fast Moving,YES
85230A,OPIUM SCENTED VOTIVE CANDLE,840,203.27999999999997,Medium Moving,YES
85230B,CINNAMON SCENTED VOTIVE CANDLE,1264,326.23999999999995,Fast Moving,YES
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1101,267.45,Fast Moving,YES
85230F,JASMINE VOTIVE CANDLE,338,90.33999999999999,Medium Moving,NO
85230G,ORANGE VOTIVE CANDLE,1032,257.03999999999996,Fast Moving,YES
85231B,CINAMMON SET OF 9 T-LIGHTS,798,672.06,Medium Moving,YES
85231G,ORANGE SCENTED SET/9 T-LIGHTS,573,471.45,Medium Moving,YES
85232A,SET/3 POLKADOT STACKING TINS,74,349.5,Slow Moving,NO
85232B,SET OF 3 BABUSHKA STACKING TINS,267,1321.6499999999999,Medium Moving,NO
85232D,SET/3 DECOUPAGE STACKING TINS,174,827.7,Slow Moving,NO
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,11,65.45,Slow Moving,NO
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,3,17.85,Slow Moving,NO
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,6,35.7,Slow Moving,NO
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,2,8.5,Slow Moving,NO
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,4,17.0,Slow Moving,NO
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,2,8.5,Slow Moving,NO
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,5,21.25,Slow Moving,NO
90002D,FLOWER BURST SILVER RING CRYSTAL,10,37.5,Slow Moving,NO
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,6,22.5,Slow Moving,NO
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,12,45.0,Slow Moving,NO
90003D,CRYSTAL PAIR HEART HAIR SLIDES,18,67.5,Slow Moving,NO
90003E,GREEN PAIR HEART HAIR SLIDES,8,30.0,Slow Moving,NO
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,7,62.64999999999999,Slow Moving,NO
90010B,BLACK/WHITE GLASS/SILVER BRACELET,7,62.64999999999999,Slow Moving,NO
90010E,AMBER GLASS/SILVER BRACELET,10,89.5,Slow Moving,NO
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,1,2.95,Slow Moving,NO
90011B,BLACK CRYSTAL DROP EARRINGS,7,20.650000000000002,Slow Moving,NO
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,23.6,Slow Moving,NO
90012B,BLACK DROP CRYSTAL NECKLACE,12,35.400000000000006,Slow Moving,NO
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,16,60.0,Slow Moving,NO
90013C,GREEN VINTAGE EARRINGS ,11,41.25,Slow Moving,NO
90014A,SILVER M.O.P. ORBIT NECKLACE,8,23.6,Slow Moving,NO
90014A,SILVER/MOP ORBIT NECKLACE,8,79.6,Slow Moving,NO
90014B,GOLD M PEARL  ORBIT NECKLACE,8,79.6,Slow Moving,NO
90014B,GOLD M.O.P. ORBIT NECKLACE,2,5.9,Slow Moving,NO
90014C,SILVER AND BLACK ORBIT NECKLACE,1,2.95,Slow Moving,NO
90014C,SILVER/BLACK ORBIT NECKLACE,3,29.849999999999998,Slow Moving,NO
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,14,80.75,Slow Moving,NO
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,9,76.5,Slow Moving,NO
90018A,SILVER M.O.P ORBIT DROP EARRINGS,17,72.25,Slow Moving,NO
90018B,GOLD M.O.P ORBIT DROP EARRINGS,8,34.0,Slow Moving,NO
90018C,SILVER BLACK ORBIT DROP EARRINGS,6,25.5,Slow Moving,NO
90019A,SILVER M.O.P ORBIT BRACELET,18,89.10000000000001,Slow Moving,NO
90019B,GOLD M.O.P ORBIT BRACELET,2,9.9,Slow Moving,NO
90019C,SILVER BLACK ORBIT BRACELET,4,19.8,Slow Moving,NO
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95,Slow Moving,NO
90022,EDWARDIAN DROP EARRINGS JET BLACK,8,30.0,Slow Moving,NO
90023,FILIGREE DIAMANTE EARRINGS,8,34.0,Slow Moving,NO
90024B,NEW BAROQUE B'FLY NECKLACE RED,4,34.0,Slow Moving,NO
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,2,17.0,Slow Moving,NO
90024D,NEW BAROQUE B'FLY NECKLACE PINK,1,8.5,Slow Moving,NO
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,2,17.0,Slow Moving,NO
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,7.5,Slow Moving,NO
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,1,3.75,Slow Moving,NO
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,17.0,Slow Moving,NO
90026B,GLASS BEAD HOOP NECKLACE MONTANA,2,17.0,Slow Moving,NO
90026C,GLASS BEAD HOOP NECKLACE GREEN,3,25.5,Slow Moving,NO
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,25.5,Slow Moving,NO
90027A,GLASS BEAD HOOP EARRINGS BLACK,4,11.8,Slow Moving,NO
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,4,11.8,Slow Moving,NO
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,17.0,Slow Moving,NO
90029,NEW BAROQUE SMALL NECKLACE BLACK,3,25.5,Slow Moving,NO
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,72.0,Slow Moving,NO
90030B,RED KUKUI COCONUT SEED NECKLACE,112,131.8,Slow Moving,NO
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74,74.0,Slow Moving,NO
90031,BILI NUT AND WOOD NECKLACE,48,48.0,Slow Moving,NO
90032,IVORY SHELL HEART NECKLACE,19,90.67,Slow Moving,NO
90033,IVORY SHELL HEART EARRINGS,2,5.1,Slow Moving,NO
90035A,"PEARL & SHELL 42""NECKL. GREEN",4,43.0,Slow Moving,NO
90035C,"PEARL & SHELL 42""NECKL. IVORY",2,21.5,Slow Moving,NO
90036A,FLOWER GARLAND NECKLACE RED,6,47.7,Slow Moving,NO
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",4,31.8,Slow Moving,NO
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",6,47.7,Slow Moving,NO
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",11,87.45,Slow Moving,NO
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",7,55.650000000000006,Slow Moving,NO
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",4,31.8,Slow Moving,NO
90037B,TINY CRYSTAL BRACELET GREEN,6,15.299999999999999,Slow Moving,NO
90038A,GLASS AND PAINTED BEADS BRACELET TO,6,22.5,Slow Moving,NO
90038B,GLASS AND PAINTED BEADS BRACELET OL,6,22.5,Slow Moving,NO
90038C,GLASS AND BEADS BRACELET IVORY,6,22.5,Slow Moving,NO
90039A,FIRE POLISHED GLASS BRACELET RED,6,22.5,Slow Moving,NO
90039B,FIRE POLISHED GLASS BRACELET MONTAN,6,22.5,Slow Moving,NO
90039C,FIRE POLISHED GLASS BRACELET BLACK,1,3.75,Slow Moving,NO
90039D,FIRE POLISHED GLASS BRACELET GREEN,14,52.5,Slow Moving,NO
90040A,MURANO STYLE GLASS BRACELET RED,6,21.0,Slow Moving,NO
90040B,MURANO STYLE GLASS BRACELET BLACK,4,14.0,Slow Moving,NO
90040C,MURANO STYLE GLASS BRACELET GOLD,7,24.5,Slow Moving,NO
90041,PEARL AND CHERRY QUARTZ BRACLET,2,7.0,Slow Moving,NO
90042A,FRESHWATER PEARL BRACELET GOLD,3,7.6499999999999995,Slow Moving,NO
90043,COPPER AND BRASS BAG CHARM,4,24.810000000000002,Slow Moving,NO
90046,WHITE WITH METAL BAG CHARM,3,14.850000000000001,Slow Moving,NO
90048,GREEN WITH METAL BAG CHARM,3,14.850000000000001,Slow Moving,NO
90049,IVORY GOLD METAL BAG CHARM,5,34.77,Slow Moving,NO
90050,CRACKED GLAZE NECKLACE IVORY,6,41.7,Slow Moving,NO
90051,CRACKED GLAZE NECKLACE RED,6,41.7,Slow Moving,NO
90054,CRACKED GLAZE EARRINGS RED,1,2.55,Slow Moving,NO
90055,CRACKED GLAZE EARRINGS BROWN,1,2.55,Slow Moving,NO
90057,DIAMANTE RING ASSORTED IN BOX.,1008,1311.3600000000001,Fast Moving,YES
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,324,123.12,Medium Moving,NO
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,612,232.56,Medium Moving,YES
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,6,9.899999999999999,Slow Moving,NO
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,9,14.85,Slow Moving,NO
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,8,13.2,Slow Moving,NO
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,6,9.899999999999999,Slow Moving,NO
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,10,16.499999999999996,Slow Moving,NO
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,9,14.85,Slow Moving,NO
90060B,FIRE POLISHED GLASS NECKL GOLD,1,5.95,Slow Moving,NO
90060D,FIRE POLISHED GLASS NECKL BRONZE,3,17.85,Slow Moving,NO
90062,CARNIVAL BRACELET,20,255.0,Slow Moving,NO
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,11,93.5,Slow Moving,NO
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,8,68.0,Slow Moving,NO
90064A,WHITE VINTAGE CRYSTAL EARRINGS,7,26.25,Slow Moving,NO
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,11,41.25,Slow Moving,NO
90065A,WHITE VINTAGE CRYSTAL BRACELET,6,40.5,Slow Moving,NO
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,1,6.75,Slow Moving,NO
90067A,PINK VINTAGE VICTORIAN EARRINGS,10,29.500000000000004,Slow Moving,NO
90069,RUBY GLASS CLUSTER NECKLACE,2,15.0,Slow Moving,NO
90070,RUBY GLASS CLUSTER BRACELET,8,47.6,Slow Moving,NO
90071,RUBY GLASS CLUSTER EARRINGS,1,1.25,Slow Moving,NO
90072,RUBY DROP CHANDELIER EARRINGS,10,37.5,Slow Moving,NO
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,13,64.35000000000001,Slow Moving,NO
90074,BLACK DIAMOND CLUSTER NECKLACE,2,17.9,Slow Moving,NO
90076,MONTANA DIAMOND CLUSTER EARRINGS,6,15.299999999999999,Slow Moving,NO
90078,PINK/WHITE GLASS DEMI CHOKER,2,15.0,Slow Moving,NO
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,5,24.75,Slow Moving,NO
90081A,LILY BROOCH AMETHYST COLOUR,15,74.25,Slow Moving,NO
90081C,LILY BROOCH OLIVE COLOUR,11,54.45,Slow Moving,NO
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,21,133.35,Slow Moving,NO
90082B,DIAMANTE BOW BROOCH RED COLOUR,25,158.75,Slow Moving,NO
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,7,44.449999999999996,Slow Moving,NO
90083,CRYSTAL CZECH CROSS PHONE CHARM,19,13.69,Slow Moving,NO
90084,PINK CRYSTAL GUITAR PHONE CHARM,1,0.85,Slow Moving,NO
90085,CRYSTAL STILETTO PHONE CHARM,24,20.4,Slow Moving,NO
90086,CRYSTAL FROG PHONE CHARM,85,49.93,Slow Moving,NO
90087,CRYSTAL SEA HORSE PHONE CHARM,90,33.66,Slow Moving,NO
90089,PINK CRYSTAL SKULL PHONE CHARM,13,2.47,Slow Moving,NO
90093,CLEAR CRYSTAL STAR PHONE CHARM,47,20.39,Slow Moving,NO
90094,NECKLACE+BRACELET SET FRUIT SALAD ,13,33.15,Slow Moving,NO
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,8,20.4,Slow Moving,NO
90098,NECKLACE+BRACELET PINK BUTTERFLY,28,71.39999999999999,Slow Moving,NO
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,20,51.0,Slow Moving,NO
90100,NECKLACE+BRACELET SET PINK DAISY,1,2.55,Slow Moving,NO
90101,WHITE FRANGIPANI NECKLACE,15,38.25,Slow Moving,NO
90102,WHITE FRANGIPANI HAIR CLIP,10,8.5,Slow Moving,NO
90103,PURPLE FRANGIPANI NECKLACE,8,20.4,Slow Moving,NO
90104,PURPLE FRANGIPANI HAIRCLIP,1,0.85,Slow Moving,NO
90108,BLUE BLOSSOM HAIR CLIP,64,67.2,Slow Moving,NO
90114,SUMMER DAISIES BAG CHARM,66,168.29999999999998,Slow Moving,NO
90116,FRUIT SALAD BAG CHARM,16,27.04,Slow Moving,NO
90118,PINK DAISY BAG CHARM,6,15.299999999999999,Slow Moving,NO
90119,METALIC LEAVES BAG CHARMS,59,145.76999999999998,Slow Moving,NO
90120B,BLUE MURANO TWIST BRACELET,20,85.0,Slow Moving,NO
90120C,GREEN MURANO TWIST BRACELET,31,131.75,Slow Moving,NO
90120D,WHITE MURANO TWIST BRACELET,2,8.5,Slow Moving,NO
90122A,PINK CRYSTAL+GLASS BRACELET,8,39.6,Slow Moving,NO
90122B,JADE CRYSTAL+GLASS BRACELET,1,4.95,Slow Moving,NO
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,17,84.15,Slow Moving,NO
90123A,PINK HEART OF GLASS BRACELET,14,83.3,Slow Moving,NO
90123B,TURQUOISE HEART OF GLASS BRACELET,8,47.6,Slow Moving,NO
90123C,GREEN HEART OF GLASS BRACELET,13,77.35,Slow Moving,NO
90123D,WHITE HEART OF GLASS BRACELET,3,17.85,Slow Moving,NO
90124A,PINK MURANO TWIST NECKLACE,6,59.699999999999996,Slow Moving,NO
90124B,BLUE MURANO TWIST NECKLACE,4,39.8,Slow Moving,NO
90124C,GREEN MURANO TWIST NECKLACE,7,69.64999999999999,Slow Moving,NO
90125A,PINK BERTIE GLASS BEAD BAG CHARM,109,93.89999999999999,Slow Moving,NO
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,19,24.9,Slow Moving,NO
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,73,63.3,Slow Moving,NO
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,74,65.39999999999999,Slow Moving,NO
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,1,2.1,Slow Moving,NO
90128B,BLUE LEAVES AND BEADS PHONE CHARM,1,1.25,Slow Moving,NO
90129A,PINK GLASS TASSLE BAG CHARM ,7,20.650000000000002,Slow Moving,NO
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,21,61.95000000000001,Slow Moving,NO
90129C,GREEN GLASS TASSLE BAG CHARM,17,50.150000000000006,Slow Moving,NO
90129D,AMBER GLASS TASSLE BAG CHARM,8,23.6,Slow Moving,NO
90129E,PURPLE GLASS TASSLE BAG CHARM,6,17.700000000000003,Slow Moving,NO
90129F,RED GLASS TASSLE BAG CHARM,16,47.2,Slow Moving,NO
90130A,WHITE STONE/CRYSTAL EARRINGS,1,2.95,Slow Moving,NO
90130B,TURQ STONE/CRYSTAL EARRINGS,9,26.55,Slow Moving,NO
90131,PINK/AMETHYST/GOLD NECKLACE,4,27.8,Slow Moving,NO
90133,TEAL/FUSCHIA COL BEAD NECKLACE,9,44.55,Slow Moving,NO
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,6,29.700000000000003,Slow Moving,NO
90136,PALE PINK/AMETHYST STONE NECKLACE,3,29.849999999999998,Slow Moving,NO
90138,WHITE/PINK MINI CRYSTALS NECKLACE,4,19.8,Slow Moving,NO
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,4,19.8,Slow Moving,NO
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,6,29.700000000000003,Slow Moving,NO
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,4,19.8,Slow Moving,NO
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,3,14.850000000000001,Slow Moving,NO
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,3,14.850000000000001,Slow Moving,NO
90142D,MOP PENDANT SHELL NECKLACE,9,44.55,Slow Moving,NO
90143,SILVER BRACELET W PASTEL FLOWER,18,135.0,Slow Moving,NO
90144,SILVER DROP EARRINGS WITH FLOWER,7,26.25,Slow Moving,NO
90145,SILVER HOOP EARRINGS WITH FLOWER,21,124.95,Slow Moving,NO
90146,FINE SILVER NECKLACE W PASTEL FLOWE,13,63.75,Slow Moving,NO
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,21,208.95,Slow Moving,NO
90148,LONG SILVER NECKLACE PASTEL FLOWER,7,89.25,Slow Moving,NO
90149,SILVER FLOWR PINK SHELL NECKLACE,52,335.28000000000003,Slow Moving,NO
90151,SILVER/NATURAL SHELL NECKLACE,8,68.0,Slow Moving,NO
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,3,17.85,Slow Moving,NO
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,1,5.95,Slow Moving,NO
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,5.95,Slow Moving,NO
90154,LAZER CUT NECKLACE W PASTEL BEADS,57,421.75,Slow Moving,NO
90155,RESIN NECKLACE W PASTEL BEADS,6,45.0,Slow Moving,NO
90156,RESIN BRACELET W PASTEL BEADS,3,14.850000000000001,Slow Moving,NO
90157,RIVIERA NECKLACE,7,34.65,Slow Moving,NO
90158,ST TROPEZ NECKLACE,14,69.30000000000001,Slow Moving,NO
90159,COTE D'AZURE NECKLACE,3,14.850000000000001,Slow Moving,NO
90160A,PURPLE BOUDICCA LARGE BRACELET,31,215.45000000000002,Slow Moving,NO
90160B,RED BOUDICCA LARGE BRACELET,21,145.95000000000002,Slow Moving,NO
90160C,TURQ+RED BOUDICCA LARGE BRACELET,41,284.95000000000005,Slow Moving,NO
90160D,PINK BOUDICCA LARGE BRACELET,32,222.4,Slow Moving,NO
90161A,ANT COPPER RED BOUDICCA BRACELET,9,44.550000000000004,Slow Moving,NO
90161B,ANT COPPER TURQ BOUDICCA BRACELET,45,222.75,Slow Moving,NO
90161C,ANT COPPER LIME BOUDICCA BRACELET,45,222.75,Slow Moving,NO
90161D,ANT COPPER PINK BOUDICCA BRACELET,31,153.45000000000002,Slow Moving,NO
90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,17.700000000000003,Slow Moving,NO
90162B,ANT SILVER LIME GREEN BOUDICCA RING,27,79.65,Slow Moving,NO
90162C,ANT SILVER FUSCHIA BOUDICCA RING,14,41.300000000000004,Slow Moving,NO
90162D,ANT SILVER PURPLE BOUDICCA RING,10,29.500000000000004,Slow Moving,NO
90163A,PINK ROSEBUD & PEARL NECKLACE,4,30.0,Slow Moving,NO
90163B,WHITE ROSEBUD & PEARL NECKLACE,2,15.0,Slow Moving,NO
90164A,PINK ROSEBUD PEARL BRACELET,19,70.35,Slow Moving,NO
90164B,WHITE  ROSEBUD PEARL BRACELET,28,65.7,Slow Moving,NO
90165B,WHITE ROSEBUD  PEARL EARRINGS,1,2.55,Slow Moving,NO
90166,PINK & WHITE ROSEBUD RING,14,58.900000000000006,Slow Moving,NO
90167,BEADED LOVE HEART JEWELLERY SET,10,8.5,Slow Moving,NO
90168,2 DAISIES HAIR COMB,6,17.700000000000003,Slow Moving,NO
90169,DAISY HAIR COMB,6,15.299999999999999,Slow Moving,NO
90170,DAISY HAIR BAND,46,75.89999999999999,Slow Moving,NO
90173,PAIR BUTTERFLY HAIR CLIPS,16,60.0,Slow Moving,NO
90174,BUTTERFLY HAIR BAND,16,40.8,Slow Moving,NO
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9,80.55,Slow Moving,NO
90175C,BLUE GLASS CHUNKY CHARM BRACELET,9,80.55,Slow Moving,NO
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,3,26.849999999999998,Slow Moving,NO
90176A,CLASSIC DIAMANTE NECKLACE JET,2,15.0,Slow Moving,NO
90176B,DIAMANTE NECKLACE BLACK ,2,15.0,Slow Moving,NO
90176C,DIAMANTE NECKLACE,2,15.0,Slow Moving,NO
90176D,DIAMANTE NECKLACE PURPLE,7,52.5,Slow Moving,NO
90176E,DIAMANTE NECKLACE GREEN,3,22.5,Slow Moving,NO
90177A,CLASSIC DIAMANTE EARRINGS JET,6,17.700000000000003,Slow Moving,NO
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,7,20.650000000000002,Slow Moving,NO
90177C,DROP DIAMANTE EARRINGS CRYSTAL,13,38.35000000000001,Slow Moving,NO
90177D,DROP DIAMANTE EARRINGS PURPLE,17,50.150000000000006,Slow Moving,NO
90177E,DROP DIAMANTE EARRINGS GREEN,6,17.700000000000003,Slow Moving,NO
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,6,71.69999999999999,Slow Moving,NO
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,1,11.95,Slow Moving,NO
90179A,AMBER FINE BEAD NECKLACE W TASSEL,3,17.85,Slow Moving,NO
90179C,BLACK FINE BEAD NECKLACE W TASSEL,1,5.95,Slow Moving,NO
90180A,BLACK+WHITE NECKLACE W TASSEL,13,87.35,Slow Moving,NO
90180B,PURPLE AMETHYST NECKLACE W TASSEL,3,29.849999999999998,Slow Moving,NO
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,1,8.95,Slow Moving,NO
90182C,BLACK 3 BEAD DROP EARRINGS,6,17.700000000000003,Slow Moving,NO
90183A,AMBER DROP EARRINGS W LONG BEADS,20,59.00000000000001,Slow Moving,NO
